subject,component,Local.Date.D1,wof_order,wofoutcome1,Local.Date.D2,Local.Date.D1.Day,Local.Date.D2.Day,day_diff,loseday_block1_1,loseday_block1_2,loseday_block1_3,loseday_block1_41,winday_block1_1,winday_block1_2,winday_block1_3,winday_block1_41,winday_block2_1,winday_block2_2,winday_block2_3,winday_block2_41,loseday_block2_1,loseday_block2_2,loseday_block2_3,loseday_block2_41,winday_X1,winday_X2,winday_X3,loseday_X1,loseday_X2,loseday_X3
227,moodrate,2021-01-30T16:28:44Z,Winfirst,1,2021-01-31T17:00:35Z,2021-01-30,2021-01-31,1,-0.4255984140336221,-0.8909193467103821,-0.8909193467103821,0.039722518643137875,0.039722518643137875,0.039722518643137875,0.039722518643137875,0.039722518643137875,0.9703643839966578,0.5050434513198978,0.5050434513198978,0.9703643839966578,-1.356240279387142,-1.356240279387142,-1.356240279387142,-1.356240279387142,0.9306418653535199,0.46532093267675995,0.46532093267675995,-1.3959627980302798,-1.3959627980302798,-1.3959627980302798
57,moodrate,2021-01-30T18:21:46Z,Winfirst,1,2021-01-31T15:29:32Z,2021-01-30,2021-01-31,1,0.6383288442270674,-1.1360089600651218,-1.1360089600651218,0.6383288442270674,0.6383288442270674,-1.1360089600651218,0.6383288442270674,0.6383288442270674,0.6383288442270674,-1.1360089600651218,0.6383288442270674,0.6383288442270674,-6.459022372941689,-1.1360089600651218,-1.1360089600651218,0.6383288442270674,0,-1.7743378042921891,0,-7.0973512171687565,-1.7743378042921891,-1.7743378042921891
21,moodrate,2021-01-30T19:05:19Z,Winsec,0,2021-01-31T19:40:15Z,2021-01-30,2021-01-31,1,-0.6634985908552088,0.37282301771864057,0.37282301771864057,-0.6634985908552088,0.37282301771864057,-0.6634985908552088,-0.6634985908552088,-0.6634985908552088,0.37282301771864057,0.37282301771864057,0.37282301771864057,-0.6634985908552088,-1.6998201994290583,-0.6634985908552088,-0.6634985908552088,-1.6998201994290583,1.0363216085738494,1.0363216085738494,1.0363216085738494,-1.0363216085738496,0,0
278,moodrate,2021-01-30T14:22:51Z,Winfirst,1,2021-01-31T16:07:33Z,2021-01-30,2021-01-31,1,0.18030175658926606,0.18030175658926606,0.18030175658926606,0.18030175658926606,0.18030175658926606,0.18030175658926606,-0.5978426665854619,-0.5978426665854619,0.958446179763994,0.958446179763994,0.18030175658926606,-1.37598708976019,-2.932275936109646,0.18030175658926606,0.18030175658926606,0.18030175658926606,1.556288846349456,1.556288846349456,0.778144423174728,-3.112577692698912,0,0
140,moodrate,2021-01-30T15:18:02Z,Winsec,0,2021-01-31T16:02:25Z,2021-01-30,2021-01-31,1,0.7347384725076012,-0.06325563008343572,0.7347384725076012,-0.8612497326744726,0.7347384725076012,-1.6592438352655094,-0.8612497326744726,-0.06325563008343572,2.330726677689675,-0.06325563008343572,-0.8612497326744726,-0.06325563008343572,-2.4572379378565463,-1.6592438352655094,-1.6592438352655094,-0.8612497326744726,2.393982307773111,0,-0.7979941025910369,-1.5959882051820737,-0.7979941025910369,-0.7979941025910369
209,moodrate,2021-01-30T15:23:51Z,Winsec,0,2021-01-31T20:05:08Z,2021-01-30,2021-01-31,1,-0.9494453107919963,0.04868950311753832,0.04868950311753832,-0.9494453107919963,-1.9475801247015312,-0.9494453107919963,-0.9494453107919963,0.04868950311753832,2.0449591309366077,0.04868950311753832,0.04868950311753832,0.04868950311753832,-1.9475801247015312,-1.9475801247015312,-0.9494453107919963,-0.9494453107919963,1.9962696278190695,0,0,-0.9981348139095348,-0.9981348139095348,0
142,moodrate,2021-01-30T20:31:30Z,Winsec,0,2021-02-01T10:42:40Z,2021-01-30,2021-02-01,2,-0.11619139653123284,-1.0689608480873414,-1.0689608480873414,-2.02173029964345,-2.02173029964345,-2.02173029964345,-2.02173029964345,-1.0689608480873414,0.8365780550248756,-0.11619139653123284,-0.11619139653123284,-0.11619139653123284,-2.9744997511995583,-2.02173029964345,-2.02173029964345,-1.0689608480873414,1.905538903112217,0.9527694515561085,0.9527694515561085,-0.9527694515561085,0,0
235,moodrate,2021-01-30T20:47:42Z,Winfirst,1,2021-01-31T23:56:56Z,2021-01-30,2021-01-31,1,-0.2646467142085873,-0.2646467142085873,0.6788763538394202,-0.2646467142085873,0.6788763538394202,0.6788763538394202,0.6788763538394202,-1.2081697822565949,1.6223994218874278,0.6788763538394202,0.6788763538394202,0.6788763538394202,-2.1516928503046024,-1.2081697822565949,-0.2646467142085873,-1.2081697822565949,2.8305692041440227,1.8870461360960151,1.8870461360960151,-1.8870461360960151,-0.9435230680480076,0
266,moodrate,2021-01-30T21:50:21Z,Winsec,0,2021-02-01T09:48:03Z,2021-01-30,2021-02-01,2,-0.41921208871767524,-0.41921208871767524,-0.41921208871767524,-0.41921208871767524,-0.41921208871767524,-0.41921208871767524,-0.41921208871767524,1.7985550903048602,-0.41921208871767524,-0.41921208871767524,-0.41921208871767524,1.7985550903048602,-0.41921208871767524,-0.41921208871767524,-0.41921208871767524,6.234089448349931,-2.2177671790225353,-2.2177671790225353,-2.2177671790225353,0,0,0
62,moodrate,2021-01-30T21:08:30Z,Winsec,0,2021-01-31T22:07:59Z,2021-01-30,2021-01-31,1,1.2251512233839876,-0.13244878090637718,0.5463512212388052,0.5463512212388052,0.5463512212388052,-0.13244878090637718,-0.8112487830515596,-0.13244878090637718,1.2251512233839876,-0.8112487830515596,0.5463512212388052,-0.13244878090637718,-2.1688487873419247,-0.8112487830515596,-0.13244878090637718,0.5463512212388052,1.3576000042903649,-0.6788000021451823,0.6788000021451823,-2.7152000085807297,-1.3576000042903646,-0.6788000021451823
188,moodrate,2021-01-30T22:07:36Z,Winsec,0,2021-01-31T17:17:18Z,2021-01-30,2021-01-31,1,1.4093616260069766,1.4093616260069766,-0.3550300279254215,1.4093616260069766,-2.1194216818578195,-2.1194216818578195,-2.1194216818578195,-0.3550300279254215,1.4093616260069766,-0.3550300279254215,-0.3550300279254215,-0.3550300279254215,-2.1194216818578195,-0.3550300279254215,-0.3550300279254215,-0.3550300279254215,1.764391653932398,0,0,-3.528783307864796,-1.764391653932398,-1.764391653932398
119,moodrate,2021-01-30T21:38:10Z,Winfirst,1,2021-01-31T15:32:54Z,2021-01-30,2021-01-31,1,0.3615846419953204,0.3615846419953204,0.3615846419953204,0.3615846419953204,1.043192472883051,-1.001631019780141,-1.6832388506678717,-1.001631019780141,1.7248003037707818,1.043192472883051,-0.32002318889241027,0.3615846419953204,-2.364846681555602,-1.001631019780141,-1.6832388506678717,-0.32002318889241027,2.7264313235509228,2.044823492663192,0.6816078308877307,-2.7264313235509228,-1.3632156617754614,-2.044823492663192
260,moodrate,2021-01-30T22:46:32Z,Winsec,0,2021-01-31T17:01:56Z,2021-01-30,2021-01-31,1,1.7770544930542977,-1.4975178312255315,0.9584114119843404,0.9584114119843404,0.9584114119843404,0.9584114119843404,0.9584114119843404,0.1397683309143831,0.9584114119843404,-0.6788747501555742,-0.6788747501555742,0.1397683309143831,0.1397683309143831,-0.6788747501555742,-0.6788747501555742,0.1397683309143831,0.8186430810699573,-0.8186430810699573,-0.8186430810699573,-0.8186430810699573,-1.6372861621399146,-1.6372861621399146
299,moodrate,2021-01-30T22:08:53Z,Winsec,0,2021-01-31T22:33:34Z,2021-01-30,2021-01-31,1,0.8001242620748327,0.28754465668314283,0.28754465668314283,0.8001242620748327,0.28754465668314283,-0.7376145541002367,0.28754465668314283,-0.22503494870854693,1.8252834728582121,0.28754465668314283,0.28754465668314283,-0.22503494870854693,-1.2501941594919266,-0.7376145541002367,-0.22503494870854693,-0.7376145541002367,2.050318421566759,0.5125796053916898,0.5125796053916898,-2.050318421566759,-1.5377388161750694,-1.0251592107833796
152,moodrate,2021-01-30T22:30:50Z,Winfirst,1,2021-02-01T12:42:27Z,2021-01-30,2021-02-01,2,1.271617613949547,-0.31427811751604784,-1.1072259832488454,-1.1072259832488454,1.271617613949547,0.47866974821674957,0.47866974821674957,-1.9001738489816427,2.0645654796823445,2.0645654796823445,1.271617613949547,0.47866974821674957,-2.69312171471444,-2.69312171471444,-1.9001738489816427,-1.1072259832488454,3.9647393286639874,3.9647393286639874,3.1717914629311896,-1.5858957314655948,-1.5858957314655948,-0.7929478657327973
120,moodrate,2021-01-30T22:49:03Z,Winfirst,1,2021-02-01T12:48:26Z,2021-01-30,2021-02-01,2,0.06792765820973888,-0.789005876128507,0.9248611925479848,0.06792765820973888,-1.645939410466753,0.9248611925479848,0.06792765820973888,0.9248611925479848,1.7817947268862309,0.9248611925479848,0.06792765820973888,0.06792765820973888,-1.645939410466753,-0.789005876128507,-1.645939410466753,0.9248611925479848,0.856933534338246,0,-0.8569335343382459,-1.7138670686764919,-0.8569335343382459,-1.7138670686764919
46,moodrate,2021-01-30T18:05:16Z,Winfirst,1,2021-01-31T18:17:47Z,2021-01-30,2021-01-31,1,0.1824259174768752,0.1824259174768752,0.1824259174768752,0.1824259174768752,-1.19406055075773,0.1824259174768752,0.1824259174768752,0.1824259174768752,-5.3235199554615455,-5.3235199554615455,0.1824259174768752,0.1824259174768752,NA,NA,NA,NA,-5.505945872938421,-5.505945872938421,0,NA,NA,NA
250,moodrate,2021-01-31T13:46:56Z,Winsec,0,2021-01-31T21:50:13Z,2021-01-31,2021-01-31,0,0.057860635427449056,0.057860635427449056,0.057860635427449056,0.057860635427449056,0.057860635427449056,0.057860635427449056,1.4134526654419615,0.057860635427449056,0.057860635427449056,0.057860635427449056,0.057860635427449056,0.057860635427449056,-2.653323424601576,-4.008915454616089,-1.2977313945870634,0.057860635427449056,0,0,0,-2.711184060029025,-4.066776090043538,-1.3555920300145126
270,moodrate,2021-01-31T15:09:18Z,Winsec,0,2021-02-02T12:39:51Z,2021-01-31,2021-02-02,2,0.9986604090445125,-0.0123291408524014,0.9986604090445125,-1.528813465697772,0.9986604090445125,-0.5178239158008583,-0.5178239158008583,0.9986604090445125,2.5151447338898834,-1.528813465697772,-1.0233186907493153,-1.0233186907493153,-1.528813465697772,-1.528813465697772,-1.528813465697772,-1.0233186907493153,1.5164843248453708,-2.5274738747422845,-2.021979099793828,0,0,0
261,moodrate,2021-01-31T15:18:47Z,Winsec,0,2021-02-02T12:12:26Z,2021-01-31,2021-02-02,2,0.5276565621834773,-0.4028345797314719,-1.0231620076747714,-1.0231620076747714,0.21749284821182754,-0.0926708657598222,0.21749284821182754,-0.7129982937031216,NA,NA,NA,NA,-1.0231620076747714,-1.0231620076747714,-1.0231620076747714,-0.7129982937031216,NA,NA,NA,0,0,0
228,moodrate,2021-01-31T23:45:14Z,Winfirst,1,2021-02-02T11:07:08Z,2021-01-31,2021-02-02,2,0.16316799116882713,-0.35143875020978105,0.16316799116882713,-0.8660454915883893,2.22159495668326,0.6777747325474354,1.1923814739260434,0.16316799116882713,0.6777747325474354,0.6777747325474354,-0.35143875020978105,0.16316799116882713,-1.8952589743456056,-0.8660454915883893,-1.3806522329669975,-0.35143875020978105,0.5146067413786082,0.5146067413786082,-0.5146067413786082,-1.0292134827572164,0,-0.5146067413786082
28,moodrate,2021-02-01T09:10:05Z,Winfirst,1,2021-02-02T11:25:17Z,2021-02-01,2021-02-02,1,1.1852875353837073,-1.5758936549987925,0.08081505923070739,-0.4714211788457926,1.1852875353837073,-0.4714211788457926,-0.4714211788457926,-0.4714211788457926,1.1852875353837073,-0.4714211788457926,0.08081505923070739,-1.0236574169222927,0.08081505923070739,-1.5758936549987925,-0.4714211788457926,-2.1281298930752928,1.6567087142295,0,0.5522362380765,0.5522362380765,-1.104472476153,0
132,moodrate,2021-02-01T08:24:58Z,Winfirst,1,2021-02-02T08:28:26Z,2021-02-01,2021-02-02,1,1.0684333521595193,-0.16553192779936166,1.0684333521595193,-0.16553192779936166,1.0684333521595193,1.0684333521595193,-1.3994972077582426,-1.3994972077582426,-1.3994972077582426,-1.3994972077582426,-1.3994972077582426,-1.3994972077582426,1.0684333521595193,-0.16553192779936166,-0.16553192779936166,-0.16553192779936166,0,0,0,1.233965279958881,0,0
298,moodrate,2021-02-01T11:12:51Z,Winfirst,1,2021-02-03T21:06:18Z,2021-02-01,2021-02-03,2,0.8285589490854771,0.8285589490854771,0.8285589490854771,0.8285589490854771,0.8285589490854771,0.8285589490854771,0.8285589490854771,0.8285589490854771,-1.1995554934521102,-1.1995554934521102,-1.1995554934521102,0.8285589490854771,0.8285589490854771,0.8285589490854771,0.8285589490854771,0.8285589490854771,-2.0281144425375874,-2.0281144425375874,-2.0281144425375874,0,0,0
114,moodrate,2021-02-03T22:53:54Z,Winfirst,1,2021-02-05T13:51:23Z,2021-02-03,2021-02-05,2,0.7540959014502636,0.7540959014502636,-0.2274257480564284,1.7356175509569556,-0.2274257480564284,-0.2274257480564284,0.7540959014502636,-1.2089473975631204,0.7540959014502636,-0.2274257480564284,-0.2274257480564284,-0.2274257480564284,-0.2274257480564284,-1.2089473975631204,-0.2274257480564284,-0.2274257480564284,1.9630432990133841,0.9815216495066921,0.9815216495066921,-1.963043299013384,-2.944564948520076,-1.963043299013384
82,moodrate,2021-02-04T19:46:15Z,Winfirst,1,2021-02-05T11:07:45Z,2021-02-04,2021-02-05,1,0.9419921252063275,-0.367217269148229,0.2873874280290492,0.2873874280290492,0.9419921252063275,0.9419921252063275,0.2873874280290492,0.2873874280290492,1.5965968223836056,-0.367217269148229,0.2873874280290492,0.2873874280290492,-2.985636057857342,-1.6764266635027854,-2.3310313606800634,-1.0218219663255073,1.3092093943545564,-0.6546046971772782,0,-3.2730234858863914,-1.9638140915318345,-2.618418788709113
51,moodrate,2021-02-10T16:07:18Z,Winsec,0,2021-02-11T16:56:03Z,2021-02-10,2021-02-11,1,0.010450265420557776,-0.8464714990652104,0.010450265420557776,-0.8464714990652104,0.010450265420557776,0.010450265420557776,-0.8464714990652104,-0.8464714990652104,1.7242937943920942,1.7242937943920942,0.8673720299063259,0.8673720299063259,-1.7033932635509785,-1.7033932635509785,-1.7033932635509785,0.8673720299063259,2.5707652934573044,2.5707652934573044,1.7138435289715361,-0.8569217644857682,-0.8569217644857682,-0.8569217644857682
284,moodrate,2020-12-17T14:42:42Z,Winfirst,1,2020-12-18T12:00:06Z,2020-12-17,2020-12-18,1,0.13302128984691844,0.13302128984691844,-0.5707042435367776,0.13302128984691844,0.13302128984691844,0.13302128984691844,-1.9781553103041698,0.13302128984691844,0.8367468232306146,0.13302128984691844,-0.5707042435367776,-0.5707042435367776,-1.2744297769204738,0.13302128984691844,0.8367468232306146,0.13302128984691844,0.7037255333836961,0,-0.703725533383696,-1.4074510667673923,0,0.7037255333836961
272,moodrate,2020-12-24T12:10:57Z,Winsec,0,2020-12-26T15:37:20Z,2020-12-24,2020-12-26,2,1.0536979544240503,0.15366428502017412,-0.7463693843837022,0.15366428502017412,0.15366428502017412,0.15366428502017412,1.0536979544240503,-0.7463693843837022,1.9537316238279265,1.0536979544240503,1.0536979544240503,-0.7463693843837022,-1.6464030537875785,-0.7463693843837022,-0.7463693843837022,0.15366428502017412,2.700101008211629,1.8000673388077524,1.8000673388077524,-1.8000673388077526,-0.9000336694038763,-0.9000336694038763
20,moodrate,2020-12-24T12:24:18Z,Winfirst,1,2020-12-26T16:12:19Z,2020-12-24,2020-12-26,2,-0.22463566493452272,0.5272061523973491,-0.9764774822663945,-0.22463566493452272,0.5272061523973491,0.5272061523973491,0.5272061523973491,-0.22463566493452272,0.5272061523973491,0.5272061523973491,-0.22463566493452272,-0.9764774822663945,2.030889787061093,1.279047969729221,0.5272061523973491,-0.22463566493452272,0.7518418173318718,0.7518418173318718,0,2.2555254519956156,1.5036836346637437,0.7518418173318718
212,moodrate,2020-12-24T15:56:00Z,Winfirst,1,2020-12-26T14:15:06Z,2020-12-24,2020-12-26,2,NA,NA,NA,NA,-0.5672676865820803,-0.5672676865820803,-0.5672676865820803,1.06487092042601,2.6970095274341004,2.6970095274341004,2.6970095274341004,1.06487092042601,NA,NA,NA,NA,1.6321386070080903,1.6321386070080903,1.6321386070080903,NA,NA,NA
234,moodrate,2020-12-24T15:05:01Z,Winfirst,1,2020-12-26T13:22:12Z,2020-12-24,2020-12-26,2,1.3614554971084265,-1.5102962910045243,-0.4333893704621678,-0.4333893704621678,1.0024865235943077,-1.5102962910045243,-1.5102962910045243,0.6435175500801887,1.3614554971084265,-1.1513273174904055,-0.7923583439762866,0.2845485765660699,-1.5102962910045243,-0.4333893704621678,-1.5102962910045243,-1.5102962910045243,0.7179379470282378,-1.7948448675705944,-1.4358758940564753,-1.0769069205423565,0,-1.0769069205423565
214,moodrate,2020-12-24T18:29:50Z,Winfirst,1,2020-12-26T16:10:43Z,2020-12-24,2020-12-26,2,0.4259721219800018,-0.4583244350417737,-0.016176156530885954,-1.784769270574437,0.4259721219800018,0.4259721219800018,-0.016176156530885954,-0.016176156530885954,1.7524169575126651,-1.3426209920635492,-0.016176156530885954,-1.784769270574437,-0.016176156530885954,-0.016176156530885954,-0.016176156530885954,0.8681204004908896,1.7685931140435511,-1.3264448355326632,0,1.768593114043551,1.768593114043551,1.768593114043551
243,moodrate,2020-12-25T16:30:40Z,Winsec,0,2020-12-26T22:01:57Z,2020-12-25,2020-12-26,1,-0.20220483201166287,-2.044515523673486,-2.044515523673486,-0.20220483201166287,1.6401058596501603,1.6401058596501603,-0.20220483201166287,1.6401058596501603,3.4824165513119834,-0.20220483201166287,-0.20220483201166287,1.6401058596501603,3.4824165513119834,-0.20220483201166287,-0.20220483201166287,-0.20220483201166287,1.842310691661823,-1.8423106916618233,-1.8423106916618233,3.684621383323646,0,0
76,moodrate,2021-01-23T15:14:29Z,Winsec,0,2021-01-24T18:45:46Z,2021-01-23,2021-01-24,1,2.645913729836542,-2.3997822200843055,2.645913729836542,-2.3997822200843055,2.645913729836542,0.12306575487611834,0.12306575487611834,0.12306575487611834,2.645913729836542,0.12306575487611834,0.12306575487611834,0.12306575487611834,-4.922630195044729,-2.3997822200843055,0.12306575487611834,0.12306575487611834,2.5228479749604236,0,0,-2.522847974960423,0,2.522847974960424
138,moodrate,2021-01-25T17:01:46Z,Winfirst,1,2021-01-26T13:59:59Z,2021-01-25,2021-01-26,1,-1.8844914844165865,-1.8844914844165865,-3.65052921838413,1.6475839835185004,-0.11845375044904304,-0.11845375044904304,-0.11845375044904304,-0.11845375044904304,1.6475839835185004,-0.11845375044904304,-0.11845375044904304,-0.11845375044904304,-3.65052921838413,-0.11845375044904304,-1.8844914844165865,-0.11845375044904304,1.7660377339675435,0,0,-5.2981132019026305,-1.7660377339675435,-3.532075467935087
96,moodrate,2021-01-25T18:02:23Z,Winfirst,1,2021-01-26T16:35:35Z,2021-01-25,2021-01-26,1,1.000772440258979,1.000772440258979,1.000772440258979,-0.08615921671103775,1.000772440258979,-0.08615921671103775,-1.1730908736810546,-1.1730908736810546,-0.08615921671103775,-0.08615921671103775,-1.1730908736810546,-0.08615921671103775,-1.1730908736810546,-1.1730908736810546,-1.1730908736810546,-1.1730908736810546,1.086931656970017,1.086931656970017,0,-1.086931656970017,-1.086931656970017,-1.086931656970017
84,moodrate,2021-01-25T18:07:15Z,Winsec,0,2021-01-26T17:42:39Z,2021-01-25,2021-01-26,1,4.662102631924821,4.662102631924821,4.662102631924821,-0.4351295789796499,4.662102631924821,1.4763325001095267,0.8391784737464677,-0.4351295789796499,0.2020244473834089,0.2020244473834089,-0.4351295789796499,-0.4351295789796499,-0.4351295789796499,-0.4351295789796499,-0.4351295789796499,-0.4351295789796499,0.6371540263630588,0.6371540263630588,0,0,0,0
123,moodrate,2021-01-25T19:08:43Z,Winfirst,1,2021-01-26T16:18:10Z,2021-01-25,2021-01-26,1,1.41274314218898,0.9521270878768673,0.030894979252641834,-0.4297210750594709,1.41274314218898,-0.4297210750594709,-0.8903371293715836,-0.4297210750594709,1.41274314218898,-1.811569237995809,0.49151103356475456,-1.3509531836836963,-0.8903371293715836,-1.3509531836836963,-1.3509531836836963,0.030894979252641834,1.8424642172484509,-1.3818481629363382,0.9212321086242254,-0.4606160543121127,-0.9212321086242254,-0.9212321086242254
202,moodrate,2021-01-25T18:08:31Z,Winfirst,1,2021-01-26T15:05:52Z,2021-01-25,2021-01-26,1,2.2413677356729482,-0.006854335583097456,1.1172567000449254,-0.006854335583097456,1.1172567000449254,1.1172567000449254,1.1172567000449254,-1.1309653712111203,1.1172567000449254,-0.006854335583097456,-0.006854335583097456,-1.1309653712111203,-2.255076406839143,-1.1309653712111203,-1.1309653712111203,-2.255076406839143,2.2482220712560457,1.1241110356280228,1.1241110356280228,-2.2482220712560457,-1.1241110356280228,-1.1241110356280228
66,moodrate,2021-01-25T18:08:31Z,Winfirst,1,2021-01-26T23:28:41Z,2021-01-25,2021-01-26,1,0.3256412880147349,0.8441380961158663,0.3256412880147349,-0.7113523281875279,0.8441380961158663,-0.7113523281875279,-0.7113523281875279,-0.7113523281875279,0.3256412880147349,-0.7113523281875279,-0.7113523281875279,-0.7113523281875279,-2.7853395605920532,-2.7853395605920532,-0.7113523281875279,-1.2298491362886592,1.0369936162022628,0,0,-2.073987232404525,-2.073987232404525,0
53,moodrate,2021-01-25T18:23:11Z,Winsec,0,2021-01-26T18:27:58Z,2021-01-25,2021-01-26,1,-0.8732760142526015,-0.8732760142526015,-0.8732760142526015,-0.8732760142526015,-0.8732760142526015,-0.8732760142526015,-0.8732760142526015,1.0362875369130882,1.0362875369130882,1.0362875369130882,1.0362875369130882,1.0362875369130882,-2.7828395654182914,-0.8732760142526015,-0.8732760142526015,-0.8732760142526015,0,0,0,-1.9095635511656899,0,0
191,moodrate,2021-01-25T11:22:44Z,Winsec,0,2021-01-26T17:30:28Z,2021-01-25,2021-01-26,1,1.3270656999686261,-1.499411894769747,-0.5572526965236226,-0.5572526965236226,-0.5572526965236226,-1.499411894769747,-1.499411894769747,-1.499411894769747,0.3849065017225018,-0.5572526965236226,-0.5572526965236226,1.3270656999686261,-1.499411894769747,-1.499411894769747,-1.499411894769747,-0.5572526965236226,1.8843183964922487,0.9421591982461244,0.9421591982461244,-0.9421591982461244,-0.9421591982461244,-0.9421591982461244
