subject,regression_coef,value
59,X3mo,-0.027787041674873163
60,X1o,0.02044532343809765
60,X2o,-0.01986508433351376
60,X3o,0.03665623249659425
60,X1mo,0.0010667572486650844
60,X2mo,-0.0259506849643387
60,X3mo,-0.008045866438662596
61,X1o,0.175668855057055
61,X2o,0.07219505136881656
61,X3o,-0.00925718667636055
61,X1mo,0.0051853173858152505
61,X2mo,-0.0087654773808543765
61,X3mo,0.018228066719552325
62,X1o,0.694945466094606
62,X2o,0.24336927601177666
62,X3o,-0.0166109595237652
62,X1mo,-0.0411696302330114
62,X2mo,0.0045574508600092
62,X3mo,-0.041302117081195903
63,X1o,0.00721997996759286
63,X2o,-0.0166867190237357
63,X3o,-0.0190524111056341
63,X1mo,0.00781266397827977
63,X2mo,0.011222092661238
63,X3mo,-0.00277376905737996
64,X1o,0.07109056058730046
64,X2o,0.050595591189713705
64,X3o,0.03240939156208175
64,X1mo,0.003373580991266689
64,X2mo,0.005646986593685215
64,X3mo,0.018754514067202396
65,X1o,0.06497500171600726
65,X2o,0.08832870325920675
65,X3o,0.029624698643058153
65,X1mo,-3.5484728753740983e-4
65,X2mo,0.0237359380670094
65,X3mo,0.0019507382090517998
66,X1o,0.37769990572989254
66,X2o,0.3594759767601415
66,X3o,0.49872274516835147
66,X1mo,0.1093914131967291
