id,panas_type,mean_mu,mean_s,mean_vmu,mean5_mu,mean5_s,mean5_vmu,mean10_mu,mean10_s,mean10_vmu,mean5_kmu,mean10_kmu,mean5_vs,mean10_vs,last_mu,last_s,last_vmu
11,posminusneg_noCloseResponse,0.536195264169458,-1.37143687169386,-4.3994882789781,0.527631683059871,-1.26274215661426,-4.49847123184733,0.531560477293917,-1.32219237119834,-4.60439056088761,-5.10048916618806,-5.1870974349357,-4.42754044051821,-4.40093625564773,0.526860175309804,-1.26087466085916,-4.44543502692456
12,posminusneg_noCloseResponse,0.56457375947413,-1.03168888132489,-3.74898270738169,0.52888364529646,-0.892147768269791,-4.16192325078315,0.547090668106928,-1.0306058313383,-4.28200812023595,-5.09932534111649,-5.12445985500699,-3.57837952810948,-3.47546323757177,0.535607047010946,-0.999842927752648,-4.32007892959467
13,posminusneg_noCloseResponse,0.619167308277731,-1.89066417291889,-2.91504976969788,0.637301737649845,-2.00259415950798,-2.67768351536708,0.621264293458759,-2.0102483062334,-2.90757869272486,-4.03103310642849,-3.75874054585544,-4.33890948152577,-4.29796968454557,0.643778477931214,-1.99638926994276,-2.54122734942526
14,posminusneg_noCloseResponse,0.78379149152183,-1.48347631901019,-4.35037957259486,0.78336535334597,-1.45335578323789,-4.72755550311042,0.783263179010568,-1.45047484957552,-4.71314770348253,-5.31290583958604,-5.28392517394725,-4.64491752982105,-4.62902935353395,0.78359892439285,-1.46086021506052,-4.73057301391332
15,posminusneg_noCloseResponse,0.62148932516072,-1.39415974009325,-4.0745300933495,0.605939872212089,-1.40141773712343,-4.66492303695642,0.605521559585185,-1.35315717090932,-4.65203124880761,-5.21269402028129,-5.19618070541364,-3.78409559668346,-3.93726068459978,0.60627641380773,-1.40087630980331,-4.66218697491275
16,posminusneg_noCloseResponse,0.657016403356004,-1.00094235916893,-4.29069299227531,0.671015440018657,-0.909170696629159,-4.36347576083975,0.657367820786304,-0.882903937644825,-4.41492514290105,-5.23544018921358,-5.21998051737948,-4.35621363234076,-4.4057491535388,0.673389833634558,-0.940490091317437,-4.38277510207906
17,posminusneg_noCloseResponse,0.505799939093918,-1.84571563385613,-3.33687537905318,0.500751040855927,-1.93050597646581,-3.22868628811627,0.499439655894383,-1.90115711592792,-3.41547725605013,-5.07663623220055,-5.03774208359212,-4.37098160927414,-4.31359568720357,0.523243814508087,-1.90865308922949,-3.37934438734764
18,posminusneg_noCloseResponse,0.609446283651947,-1.97896321257137,-3.93803022259218,0.610162536871517,-1.99863847154532,-3.82623216934513,0.608306748981907,-1.99801814280947,-3.77302909148043,-4.68407441049145,-4.71742457253826,-4.38615818029462,-4.3190424895801,0.621549235848861,-1.97103939902435,-3.693274871609
19,posminusneg_noCloseResponse,0.604297359924435,-1.69498254816983,-4.50134531934611,0.587848123941153,-1.75773350597411,-4.18918980953751,0.596840088439813,-1.80303081696667,-4.45827571955303,-4.77514088759049,-5.03340854250209,-4.51237604311115,-4.53026952284639,0.550223331609442,-1.84234561516237,-3.09699539127237
20,posminusneg_noCloseResponse,0.721902559628464,-1.0222650424153,-4.35221740932282,0.721811655195163,-0.994269115209086,-4.61410476880013,0.722965522372266,-1.00669708119744,-4.59659884522565,-5.25242502439469,-5.23318808887921,-4.62905460556846,-4.60412390608859,0.709939385527433,-0.979885201977932,-4.50731479449016
