subject,session_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
150,603abed3db9042722c6c2183,APPROVED,51:15:00,20:13.7,1738.013,24,178,3,99,28:55:00,30C8DBAC,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Male,No
97,603abfe5b6ca3373076dc565,APPROVED,55:49:00,13:52.6,1082.835,37,229,1,100,28:57:00,30C8DBAC,Italy,Italy,Part-Time,Italian,Italy,Female,No
268,603ac59e6aac097297cf90a6,APPROVED,20:14:00,38:17.2,1082.837,26,113,1,99,28:58:00,30C8DBAC,Italy,Italy,Part-Time,Italian,Italy,Female,Yes
267,603acf9a8d17d8756e75ecbe,APPROVED,02:50:00,21:37.7,1126.773,24,91,0,100,29:01:00,30C8DBAC,Mexico,Mexico,DATA EXPIRED,Spanish,Mexico,Female,DATA EXPIRED
113,603ad84fab9d376ede9a432c,APPROVED,39:59:00,54:20.4,860.888,22,254,0,100,29:03:00,30C8DBAC,Greece,Greece,Unemployed (and job seeking),Greek,Greece,Male,Yes
219,603ade4a689f94779453b398,APPROVED,05:34:00,25:48.0,1213.471,27,295,5,98,29:04:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,Bengali,United Kingdom,Female,No
199,603adef58d17d875e64ed95c,APPROVED,08:30:00,30:55.6,1345.336,20,146,1,100,29:05:00,30C8DBAC,Poland,Poland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Polish,Poland,Female,Yes
141,603aeb091e9e5e5a74d409a2,APPROVED,59:53:00,25:24.1,1531.05,28,226,2,99,29:07:00,30C8DBAC,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,Yes
205,603af06ec6dd2378b37eb3be,APPROVED,22:55:00,43:10.1,1215.14,22,98,0,100,29:08:00,30C8DBAC,Mexico,Mexico,Part-Time,Spanish,Mexico,Female,Yes
232,603b50a8e6e9917fdda34a70,APPROVED,13:37:00,29:44.4,966.658,24,83,1,100,29:10:00,30C8DBAC,Poland,Poland,Part-Time,Polish,Poland,Female,DATA EXPIRED
17,603b68eef27612636c89c1ea,APPROVED,57:04:00,57:14.5,9.618,50,305,6,98,29:13:00,30C8DBAC,Italy,Italy,Full-Time,Italian,Italy,Female,No
15,603b6a8eb948e881122e0ed0,APPROVED,03:58:00,21:07.8,1029.55,24,320,3,100,29:15:00,30C8DBAC,France,France,Part-Time,French,France,Male,No
324,603b6ff4f1306963d6fe634f,APPROVED,27:00:00,45:36.3,1115.742,21,58,1,98,29:16:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
248,603b76b9d5147483557d6559,APPROVED,56:51:00,33:03.9,2172.506,29,252,0,100,29:17:00,30C8DBAC,United States,United States,DATA EXPIRED,English,DATA EXPIRED,Male,DATA EXPIRED
265,603b779515614a814700e68c,APPROVED,59:33:00,20:45.0,1271.533,20,161,0,100,29:19:00,30C8DBAC,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Female,Yes
146,603b7d3815614a82a9b3e0cb,APPROVED,27:15:00,51:21.9,1445.939,23,91,0,100,29:20:00,30C8DBAC,Portugal,Portugal,DATA EXPIRED,Portuguese,DATA EXPIRED,Female,DATA EXPIRED
95,603b7d66f583af8196ca00f4,APPROVED,24:22:00,43:53.6,1171.111,27,197,2,100,29:21:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Female,No
181,603b81ff28fe2f8376b3c4a2,APPROVED,43:59:00,13:21.4,1762.008,25,208,1,100,29:23:00,30C8DBAC,Spain,Spain,DATA EXPIRED,Spanish,Spain,Male,Yes
22,603bbb3f1e9e5e6d2c578cd1,APPROVED,48:15:00,16:01.5,1666.031,37,530,9,97,29:24:00,30C8DBAC,Italy,Italy,Full-Time,Italian,Italy,Male,No
180,603bbd0cffe72f820abf1143,APPROVED,55:58:00,14:33.2,1114.531,23,195,3,99,29:26:00,30C8DBAC,Poland,United Kingdom,Part-Time,Polish,Poland,Male,Yes
16,603bc836e62ae18d6f6eb108,APPROVED,43:34:00,30:46.4,697632.122,30,164,3,99,30:47:00,Manual Completion,Poland,Poland,Part-Time,Polish,Poland,Male,Yes
2,603bcb109936a28c92bd1fc1,APPROVED,55:46:00,11:50.9,964.195,28,1008,13,99,29:28:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,DATA EXPIRED
81,603bd523b3152f8e23b86007,APPROVED,38:49:00,21:20.3,2551.294,31,240,4,99,29:31:00,30C8DBAC,Italy,Italy,Full-Time,Italian,Italy,Female,Yes
198,603bd7c786b21c8e76350101,APPROVED,50:31:00,09:55.9,1164.375,23,36,2,97,29:33:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
6,603bd95a5efcd888041728da,APPROVED,56:42:00,21:13.5,1471.173,23,385,3,100,29:34:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
315,603bdd32e210508f3da0fdfb,APPROVED,13:10:00,41:58.0,1727.321,26,41,1,96,29:36:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Male,DATA EXPIRED
195,603be4db19f26389798eb77a,APPROVED,45:47:00,03:07.9,1040.329,32,75,0,100,29:37:00,30C8DBAC,South Africa,South Africa,Full-Time,English,South Africa,Female,No
323,603c052789c6cf8f143300b4,APPROVED,03:35:00,30:54.6,1639.518,24,42,1,100,29:39:00,30C8DBAC,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No
297,603c06f89822988e52de329a,APPROVED,11:32:00,26:39.0,906.092,27,106,0,100,29:40:00,30C8DBAC,Netherlands,Netherlands,DATA EXPIRED,Dutch,Netherlands,Male,DATA EXPIRED
149,603c13308d9a2b98c592ec71,APPROVED,03:28:00,48:37.3,2709.153,20,209,2,99,29:41:00,30C8DBAC,Portugal,Portugal,Part-Time,Portuguese,Portugal,Female,Yes
279,603c260fc71a1c94c75c58b1,APPROVED,23:59:00,39:13.4,913.773,21,88,1,100,29:43:00,30C8DBAC,Netherlands,Netherlands,DATA EXPIRED,Dutch,Netherlands,Male,DATA EXPIRED
100,603ca192d1aca69de90165d5,APPROVED,10:58:00,30:48.4,641990.027,29,37,0,100,30:51:00,Manual Completion,Ukraine,Poland,DATA EXPIRED,Russian,Ukraine,Female,DATA EXPIRED
59,603caa7279e3549eb28cd1f8,APPROVED,49:03:00,50:29.9,86.589,24,253,1,100,29:46:00,30C8DBAC,Greece,Greece,Full-Time,Greek,Greece,Male,No
328,603d065e9fc1feb573ff1675,APPROVED,24:06:00,47:45.4,1418.932,23,100,1,100,29:47:00,30C8DBAC,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Female,No
13,603d07a99936a2b4e751c17b,APPROVED,26:42:00,54:51.9,1689.024,22,72,2,96,29:49:00,30C8DBAC,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Female,Yes
24,603d1a137a63f5ba42fc9f54,APPROVED,45:07:00,08:45.8,1418.315,28,146,4,96,29:50:00,30C8DBAC,Italy,Italy,Full-Time,Italian,Italy,Female,No
105,603d1a7a2eb195b2e4e4afa4,APPROVED,46:49:00,04:38.6,1068.642,21,112,1,100,29:52:00,30C8DBAC,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Male,Yes
99,603d1f505e4acb019394749c,APPROVED,07:28:00,30:49.0,609800.867,26,115,4,97,30:50:00,Manual Completion,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
38,603d2ae3b5e539bdd0015079,APPROVED,56:50:00,14:25.6,1054.739,22,229,0,100,29:55:00,30C8DBAC,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Male,DATA EXPIRED
128,603d2d974049aebcfa7ce9a1,APPROVED,08:23:00,29:58.5,1295.308,29,131,0,100,29:57:00,30C8DBAC,Portugal,Portugal,Part-Time,Portuguese,Portugal,Male,Yes
325,603d35f04cd6d7000bed9671,APPROVED,44:13:00,02:04.7,1071.315,20,41,0,100,29:59:00,30C8DBAC,Poland,Poland,Part-Time,Polish,Poland,Female,Yes
32,603d8fbadb9042cf1e91a0ec,APPROVED,07:06:00,07:54.3,47.509,55,1020,7,99,30:01:00,30C8DBAC,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
77,603e0af5158dc4db2d4bdaec,APPROVED,53:05:00,16:24.8,1399.085,57,510,3,99,30:04:00,30C8DBAC,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Male,No
143,603e92b8b54e6cf663037a9e,APPROVED,32:08:00,51:47.5,1178.785,36,60,1,100,30:07:00,30C8DBAC,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
139,603f802d2b6c0e00084d91a0,APPROVED,25:17:00,47:15.3,1317.502,33,106,2,97,30:10:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
42,6040dd43a5c8985cfb3a4e14,APPROVED,15:09:00,40:54.3,1544.446,50,384,5,99,30:12:00,30C8DBAC,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Female,No
103,6040ed5774685b016e19a113,APPROVED,23:30:00,40:22.0,1011.221,23,231,0,100,30:13:00,30C8DBAC,Italy,Italy,Other,Italian,Italy,Male,Yes
176,60466e240520ab04560fdcce,APPROVED,34:12:00,57:38.8,1406.167,54,95,2,98,47:12:00,30C8DBAC,Mexico,Mexico,DATA EXPIRED,Spanish,Mexico,Male,DATA EXPIRED
308,603e20aca82afdd77cc17f5f,APPROVED,25:35:00,55:03.1,1767.548,23,66,0,100,35:15:00,30C8DBAC,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Female,Yes
118,6040fed2be895506aaaa9573,APPROVED,37:59:00,03:15.2,1515.549,40,154,0,100,35:16:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No
43,60439467bacd9a35672edfed,APPROVED,40:42:00,03:03.2,1340.353,28,26,0,100,35:18:00,30C8DBAC,Bulgaria,United Kingdom,DATA EXPIRED,Bulgarian,Bulgaria,Female,DATA EXPIRED
