subject,PANAS_AR1,PANAS_LOGSIGMA,PANAS_SIGMA,PANAS_LOGVAR,PANAS_VAR,PANAS_MEAN
136,0.4270960603578695,0.3856735992455389,1.4706045860225945,0.7713471984910777,2.1626778484306866,0.6002313438792841
137,0.29643181935891627,0.2773440869056922,1.3196203570104972,0.5546881738113844,1.741397886636512,0.6100968317324406
138,0.6473203434481104,0.5022505531196501,1.652435984011236,1.0045011062393,2.730544681255182,0.4984184863737618
139,0.5169879793923531,0.28568765112528743,1.3306767549468963,0.5713753022505749,1.7707006261560023,0.6550074293583696
140,0.3605226290996045,0.21526679037306065,1.2401927243129105,0.4305335807461213,1.5380779934386788,0.5873329291300262
141,0.328337949674116,0.25301469302046126,1.2879021998689866,0.5060293860409225,1.6586920764273752,0.5546294003859971
142,0.3859830819125432,0.3143356883163244,1.3693493339746985,0.6286713766326488,1.8751175984569504,0.5703799686937431
143,0.6042068581634359,0.6349547821182926,1.886936816243893,1.2699095642365852,3.5605305484966405,0.6516993494240056
144,0.22987070789727035,0.4079269006110901,1.5036972378033064,0.8158538012221801,2.2611053829772936,0.5095640481604569
145,0.23036442438504184,-0.056399678375286144,0.94516129985627,-0.11279935675057227,0.8933298827459939,0.6371314038055521
146,0.5897959276979485,0.9047826082446492,2.47139460384411,1.8095652164892984,6.107791287909785,0.7309296977005594
147,0.24744953935437408,0.598429438362172,1.8192592966043115,1.196858876724344,3.3097043882812143,0.6737996896127947
148,0.513087318054338,0.3708736445467321,1.4489999727706628,0.7417472890934641,2.099600921089382,0.5527040471405988
149,0.1815002981326464,0.6242444633108624,1.8668349621635167,1.2484889266217247,3.485072775956059,0.6474232320392939
150,0.2502822896882506,0.3665574067658138,1.4427592223138068,0.7331148135316277,2.081554173571541,0.740320594366523
151,0.22549403640089,0.3002243220681815,1.3501616446607223,0.600448644136363,1.8229364667129464,0.4985716906044108
152,0.571662165790743,0.2112662370213096,1.235241178218891,0.4225324740426192,1.5258207683675942,0.6379004728405028
153,0.39003010896140994,0.3596431420573272,1.4328180108289568,0.7192862841146545,2.0529674521558485,0.6273571212939818
154,0.29965674403265874,0.04375122140344029,1.0447224179794754,0.08750244280688058,1.0914449306288818,0.5992383685028257
155,0.32324794189242284,0.3621506523314066,1.4364153249782157,0.7243013046628133,2.0632889858322727,0.6304634198969982
156,0.40775035987762587,0.511174237697967,1.6672477911747916,1.022348475395934,2.7797151971772216,0.5437533234249453
157,0.4261169064205457,0.22746202707154828,1.2554097672637323,0.45492405414309656,1.5760536837411785,0.7216185253576319
158,0.4376187296298271,0.544729606680428,1.724142122830537,1.089459213360856,2.9726660597185903,0.5749510204178858
159,0.3217721821631281,0.5961094555195485,1.815043538384156,1.192218911039097,3.294383046230077,0.5422463183466462
160,0.5340347293273272,0.5273491828613529,1.6944347135221989,1.0546983657227058,2.8711089983890554,0.6567551958875495
161,0.3370276045064775,0.8116826773776755,2.25169367474535,1.623365354755351,5.070124404888219,0.626936919882229
162,0.6404165412413789,0.36025602024942466,1.4336964228933415,0.7205120404988493,2.055485433017163,0.621628575739703
163,0.27163092211135526,0.3088764839053907,1.3618941442683408,0.6177529678107814,1.854755660192396,0.5794122459980258
164,0.449915946339753,-0.111650673575036,0.8943566253405834,-0.223301347150072,0.7998737732905966,0.5121160661112333
165,0.3687678838701092,0.90804638592822,2.479473863681559,1.81609277185644,6.147790640679959,0.537602783356934
166,0.32340903603060633,0.32670094943430905,1.3863868154195578,0.6534018988686181,1.922068401969183,0.5827927298483098
167,0.38312100808414096,0.17601573919417826,1.1924568268125175,0.3520314783883565,1.4219532838117783,0.7196495048401673
168,0.493265386230148,0.7764894605728564,2.1738275474939828,1.5529789211457128,4.725526206243704,0.5469422228071285
169,0.4054960578141813,-0.5357155073620623,0.5852503893371387,-1.0714310147241246,0.3425180182192724,0.6192026654891286
170,0.2964267654322401,0.17095068605957264,1.1864322399302656,0.3419013721191453,1.4076214599459471,0.5697675399793604
171,0.38021868892700494,0.5256342883851908,1.691531426918356,1.0512685767703815,2.861278568252449,0.42857814298272245
172,0.248736278324431,-0.004477916007511851,0.9955320949101162,-0.008955832015023701,0.9910841519961244,0.6198235067182398
